,pred_prob,target
5,794.0527,1
26,751.02893,1
37,765.83405,0
85,777.50476,0
149,750.7595,1
211,767.62384,0
227,740.44116,1
246,762.806,1
258,781.6375,1
305,769.3357,1
324,756.50555,1
331,799.31146,1
341,791.41187,1
352,713.6395,1
375,771.96204,1
392,794.42896,1
419,721.65356,1
438,725.0264,1
444,788.87885,0
489,778.81244,1
504,716.0609,0
508,772.6235,1
515,755.4535,1
517,795.8471,1
570,775.14484,1
653,779.0146,1
655,790.61084,1
661,752.9318,1
669,782.4161,0
687,769.9712,1
712,785.4881,1
717,785.22943,1
750,721.24554,1
783,775.93756,1
786,757.6738,1
848,713.3482,0
913,737.9527,0
934,747.28394,0
968,752.4982,1
1008,717.0948,1
1058,746.115,1
1075,728.1545,1
1116,701.9911,1
1117,744.8701,0
1153,736.1502,0
1201,787.0002,0
1237,784.20123,0
1258,748.9568,1
1274,716.5887,1
1450,709.34564,0
1464,753.07654,1
1552,784.907,0
1572,721.297,1
1609,717.9367,1
1625,794.981,0
1636,732.17395,0
1656,769.10706,1
1699,752.4418,1
1708,754.87244,1
1722,781.38684,1
1738,778.147,1
1757,784.1181,1
1799,719.9351,1
1822,767.6339,1
1859,735.8949,0
1864,770.52106,1
1892,712.06696,1
1896,736.0661,1
1936,705.1412,1
1947,723.7986,1
1996,743.5883,1
2010,746.8971,1
2042,736.4948,1
2080,799.1385,0
2107,788.6181,1
2164,751.3409,1
2175,731.71545,1
2185,701.773,0
2196,777.86456,1
2215,798.7277,0
2231,762.81146,0
2236,777.7365,1
2249,735.68976,0
2275,758.80133,1
2374,746.3607,1
2401,724.6477,0
2406,776.03876,1
2411,787.3918,0
2425,731.3773,1
2466,771.79803,1
2527,764.04596,1
2539,720.4199,0
2572,779.5707,1
2592,700.1056,1
2646,791.3741,1
2849,768.4796,0
2861,728.79767,0
2896,799.2407,1
2941,779.85596,1
2962,756.32666,0
2966,760.8869,0
2972,759.48035,1
3010,764.1807,1
3052,743.8731,1
3069,747.61365,0
3081,709.4853,1
3096,784.9344,1
3113,772.1244,1
3118,744.55005,1
3273,771.5444,1
3294,725.23047,1
3323,779.35803,0
3354,754.7868,1
3356,746.4753,0
3384,704.6959,0
3396,705.95496,1
3439,767.48206,0
3442,713.0878,1
3532,732.6742,1
3596,789.7747,0
3644,724.4027,1
3673,769.8381,1
3746,792.29584,1
3842,799.5008,1
3868,798.99634,1
3895,734.25397,0
3912,767.1635,1
3913,763.00397,0
3956,753.76483,0
3970,701.412,1
3975,753.1841,0
3980,788.13617,1
3988,712.6806,1
3998,748.96576,1
4066,771.8649,1
4069,765.8423,1
4086,770.5297,0
4098,706.8316,1
4192,775.6276,1
4215,733.2783,1
4250,713.50476,1
4257,703.4647,1
4266,724.324,1
4288,792.89343,1
4291,776.87256,1
4320,798.21655,1
4329,768.2596,0
4341,733.55786,0
4411,713.2343,1
4486,702.0549,1
4608,764.8258,0
4615,732.5354,1
4629,760.0396,0
4640,750.18524,0
4697,708.1388,0
4736,707.97815,1
4737,725.1454,1
4741,711.4793,0
4754,720.08405,0
4785,715.006,0
4793,780.04517,0
4846,745.0965,1
4849,736.1442,1
4856,729.84106,1
4887,748.69946,1
4905,742.42267,1
4926,799.67175,1
5005,702.3523,1
5019,756.0402,1
5062,751.35675,0
5064,768.59705,1
5108,728.7327,1
5109,753.67737,1
5201,754.5815,1
5207,752.50446,1
5241,739.223,1
5250,796.2823,1
5379,711.67584,1
5405,749.8644,1
5415,781.5907,1
5423,776.16376,0
5435,716.86066,1
5442,784.73285,0
5444,749.2001,0
5484,714.6728,0
5486,749.6692,0
5492,752.0736,1
5545,772.4022,0
5633,799.61597,0
5664,798.71686,0
5674,738.4173,1
5692,770.8021,1
5714,775.6576,1
5724,786.0593,1
5739,728.07104,1
5810,739.8258,1
5818,722.2803,0
5838,777.50977,1
5878,789.48975,1
5885,709.9188,0
6034,713.44165,0
6038,771.75165,1
6065,748.2516,1
6071,795.60864,1
6077,702.2657,1
6182,759.0284,1
6248,734.1982,1
6355,773.01776,0
6404,724.6773,0
6409,742.2505,1
6415,773.02673,1
6462,727.9222,1
6502,711.8747,0
6510,788.00867,1
6540,788.90985,0
6593,716.0948,1
6639,733.33984,0
6646,757.7799,1
6717,700.68195,0
6729,728.3997,1
6812,707.05286,1
6841,768.8791,1
6854,718.07166,1
6903,741.6439,0
6907,792.2803,0
6928,706.40436,1
6932,714.7458,0
7001,797.28326,1
7003,762.7129,1
7012,735.699,0
7052,776.877,1
7095,747.51715,0
7096,736.98553,1
7183,708.5419,1
7187,726.9063,1
7202,795.76434,1
7209,708.3178,0
7210,791.40485,1
7234,796.23285,1
7249,759.69806,1
7294,716.6123,1
7320,710.40216,1
7341,798.7347,1
7342,751.71106,1
7404,721.3788,1
7407,794.74866,0
7444,766.17584,1
7465,791.75006,1
7545,714.3545,1
7635,705.615,1
7638,755.7004,1
7679,724.7972,1
7743,714.66595,0
7749,763.5145,1
7771,731.1462,1
7784,788.2385,0
7831,710.8444,1
7844,722.6705,1
7848,712.0436,0
7892,756.16345,1
7914,787.8838,1
7920,737.82434,1
7956,711.0459,1
8043,768.52344,0
8071,798.7254,1
8072,714.0566,1
8101,795.18787,1
8143,711.2281,1
8150,750.4836,0
8169,739.184,1
8187,775.1863,1
8195,782.0855,1
8202,755.01874,1
8204,736.01685,0
8292,796.0233,0
8298,772.95056,1
8318,755.0586,0
