,pred_prob,target
1,230.01166,0
13,226.93018,0
21,237.57318,0
34,285.1223,1
43,274.1068,0
44,217.45686,0
52,237.04121,1
57,286.13354,1
58,204.42154,1
63,216.46309,0
65,201.41803,1
71,230.4612,1
79,206.57726,0
92,263.02325,0
103,211.22978,0
105,238.49127,0
109,239.47025,0
116,263.61673,0
119,289.90332,1
120,287.181,0
130,245.56073,1
131,230.54276,0
147,219.89853,0
154,254.7876,0
156,218.2405,1
164,296.74936,0
170,224.07352,0
174,221.24323,0
181,213.98083,0
193,266.05347,1
198,211.02438,0
206,289.62308,1
216,225.21156,0
221,230.84604,0
224,216.28708,1
236,255.1018,0
238,291.92603,0
240,203.90752,1
243,266.70065,1
261,261.67963,0
268,273.49667,1
277,238.22643,0
280,232.99611,0
284,260.14023,0
289,270.58105,1
292,295.63074,0
303,290.57864,0
330,299.8552,0
351,213.37926,1
364,205.34386,1
365,276.24133,0
366,200.75015,0
416,251.80241,0
433,241.1091,1
440,227.31168,0
446,293.90717,0
449,248.97154,1
458,223.33678,0
468,298.05377,0
479,200.39163,1
487,218.81801,1
500,282.99396,0
512,207.78201,0
520,220.12347,0
536,244.33344,0
563,274.66617,0
564,236.10408,0
572,296.96475,1
583,203.52695,1
594,286.2892,1
595,242.47853,0
600,269.23343,0
603,203.30241,1
615,204.4223,0
635,236.72559,1
638,205.03394,0
642,284.21762,0
664,266.35632,1
666,294.3861,0
670,258.61484,0
693,207.35709,0
698,201.3456,0
701,271.6874,1
707,226.94937,0
725,252.9324,1
741,229.63185,0
743,250.1074,1
751,200.45866,1
761,222.4167,0
778,277.13123,0
782,248.21416,1
793,226.26108,0
794,256.23517,1
799,202.85152,0
811,239.72612,0
814,247.53633,1
820,271.43478,0
828,246.65976,0
833,233.43593,0
835,274.68588,0
869,268.87003,0
873,213.47661,0
876,247.72676,0
886,239.5881,0
890,224.42293,1
893,265.2105,0
916,233.91536,0
925,211.29063,0
927,210.13518,1
935,235.64052,0
945,257.40564,0
949,255.63544,1
950,238.07166,1
965,222.10808,0
967,213.157,0
972,284.52942,0
977,253.50952,0
980,211.52159,0
990,233.34814,0
993,207.53413,0
1003,227.69917,0
1005,224.79143,0
1017,245.04283,1
1022,270.1308,0
1035,219.72173,0
1038,230.25288,1
1057,235.3297,0
1086,229.8541,0
1088,227.60857,0
1089,288.46274,0
1094,215.72691,0
1102,257.6211,0
1105,216.63686,0
1128,224.49333,1
1139,299.97443,1
1143,296.06644,0
1145,210.31152,0
1147,201.8913,0
1154,202.29782,0
1161,266.85638,0
1185,276.7677,1
1189,206.87477,0
1199,263.23212,0
1200,229.93178,1
1216,275.28925,0
1218,235.33882,0
1219,217.53963,0
1226,219.25249,0
1242,204.39534,1
1248,244.64583,0
1272,209.69852,0
1332,287.3874,0
1333,262.81775,1
1335,225.60855,0
1339,232.90536,1
1340,208.2529,0
1341,255.83127,0
1345,221.01256,0
1352,215.07762,0
1361,278.0581,0
1364,272.7874,1
1390,202.88506,0
1402,227.12468,1
1407,272.62375,0
1419,261.7428,0
1430,208.17235,0
1432,204.78401,1
1433,228.48402,0
1440,222.61191,0
1443,261.12006,1
1445,216.13606,0
1468,265.98593,0
1474,226.36382,0
1478,268.16266,0
1489,216.50789,0
1521,273.5915,1
1525,226.63309,1
1530,224.69513,0
1537,217.69257,1
1545,288.70428,0
1546,285.14453,0
1561,277.93213,0
1565,272.6725,1
1603,212.48102,0
1605,234.06569,0
1610,207.84741,0
1614,271.53293,0
1628,251.2764,0
1639,220.2425,0
1659,287.8047,1
1663,254.90594,0
1680,247.33214,0
1681,291.14758,0
1684,238.80374,0
1688,293.96924,1
1694,226.02803,0
1711,250.43541,1
1718,282.88687,0
1746,223.78635,0
1747,262.11478,0
1753,223.51085,1
1755,242.47853,0
1756,268.32126,1
1765,254.01015,0
1795,234.86397,0
1797,225.89536,0
1805,240.03508,0
1806,225.27043,0
1827,215.09268,0
1842,250.3052,0
1865,233.54471,0
1868,203.70303,1
1871,208.70084,1
1872,201.72107,0
1880,240.36234,1
1900,203.53065,0
1907,240.50267,0
1942,203.47711,0
1944,260.29535,1
1949,265.2741,0
1953,227.00037,0
1960,264.7258,0
1966,241.76553,1
1968,285.99753,0
1981,293.62372,0
1983,293.39496,0
1984,268.11798,0
1989,224.1895,0
2009,275.79022,0
2013,219.87315,0
2014,266.79385,0
2020,232.97873,0
2025,296.5406,1
2039,250.2082,0
2048,277.08865,0
2055,208.92644,0
2056,233.95526,0
2057,291.9321,0
2063,247.77473,0
2065,293.82407,1
2068,295.09048,1
2069,225.6006,0
2081,276.85165,1
2087,208.62189,0
2099,237.75423,0
2106,277.2328,1
2111,211.26025,0
2120,218.14236,0
2124,207.20454,0
2127,293.18835,0
2134,206.52347,0
2155,201.8049,0
2156,287.2417,1
2162,207.37587,0
2168,203.12404,0
