,pred_prob,target
4,185.57126,1
8,199.2648,0
12,119.53752,0
14,154.11514,0
15,108.3014,0
22,157.00226,0
23,115.63495,0
28,132.24533,0
30,141.70644,0
46,158.25545,0
47,145.98041,1
56,187.48808,0
59,154.6629,0
61,123.66228,1
62,160.21198,1
66,196.20424,0
67,157.44733,1
68,142.01929,0
69,128.6652,1
70,120.42269,0
74,184.48625,1
75,163.25047,0
81,112.58841,0
82,152.06622,0
87,160.27126,0
93,175.03847,0
96,100.35983,0
99,100.61757,0
102,174.58557,0
104,137.43825,0
106,175.9545,0
108,112.35441,0
117,123.56306,0
122,107.447556,0
125,175.90233,0
127,129.41379,0
134,164.2539,0
135,188.34224,0
136,129.45132,0
139,121.22188,0
143,175.28035,0
152,178.22491,0
155,142.54332,0
157,137.2694,1
161,112.13623,0
162,179.02692,0
165,166.37051,0
166,102.75867,1
168,129.09253,0
169,106.674255,0
171,144.66866,1
175,164.35165,0
176,138.38719,0
179,174.05536,0
185,184.74738,0
192,191.63391,0
200,194.63223,0
204,169.41295,0
207,148.37848,0
210,191.72511,0
214,121.21213,0
218,197.59245,0
229,188.4972,1
231,108.036766,0
232,139.62404,0
233,196.62627,0
234,144.0469,1
235,162.6346,1
239,168.89384,0
242,149.0137,0
248,109.697136,0
251,114.50626,0
254,120.25544,0
255,108.40406,0
256,192.7823,1
257,124.472,0
260,154.09761,1
263,120.46254,0
264,169.83073,0
265,176.37976,0
267,181.67404,0
271,147.06512,0
272,143.90182,1
274,125.9425,0
279,100.073654,0
283,106.39171,1
285,147.95383,0
288,134.43391,0
290,118.13986,0
291,147.92189,0
295,142.9464,0
299,116.88799,0
304,107.495834,0
306,108.11694,0
308,128.91283,1
309,126.770096,0
310,178.08823,0
311,168.76128,0
312,177.9375,0
313,177.50877,0
314,111.999084,0
320,147.15453,0
321,188.6615,0
322,190.70045,1
329,196.60597,1
332,155.9176,0
333,107.86773,0
334,152.65895,0
337,134.81108,0
343,156.90373,0
346,171.6748,0
348,151.67006,0
350,193.83385,0
355,189.90219,0
358,126.96579,0
360,129.09958,0
361,111.19681,0
362,102.24518,0
373,121.03228,0
377,115.3824,0
381,189.86595,0
382,171.11781,1
386,110.33347,0
388,168.51259,0
389,135.21706,1
390,151.14598,0
391,144.41351,0
395,170.39597,1
396,142.79515,0
398,125.74038,0
400,138.35355,0
402,144.52597,0
403,138.32472,1
406,134.55612,0
407,115.07724,0
408,116.251884,0
409,107.88543,1
411,151.9289,1
412,165.44577,0
413,165.02798,0
415,163.95436,1
418,152.17087,0
420,131.9923,0
422,147.86247,0
425,188.54846,0
428,104.7551,0
429,137.42908,0
431,145.74052,0
441,109.72612,0
442,167.39406,0
443,186.2672,1
445,173.17036,1
451,163.96028,0
452,174.27226,0
454,158.67778,0
455,192.46455,0
456,114.72884,0
465,154.59552,1
466,110.78208,0
467,111.979805,0
474,148.25838,0
476,112.173065,0
482,117.314735,0
483,120.58121,1
484,133.31879,1
485,123.00058,0
486,118.053825,0
490,144.26668,0
493,123.667,1
494,160.86423,0
495,149.03076,0
496,129.97989,0
499,131.73726,0
507,107.485634,0
509,133.2811,0
511,123.1516,0
513,167.12236,0
514,175.37419,0
522,178.40366,0
525,172.52382,1
530,133.15135,0
531,112.90378,0
535,102.311386,0
537,158.13615,0
538,101.17176,0
539,153.17195,0
540,163.11472,0
542,174.66516,0
546,184.47128,0
547,172.14514,0
550,186.60625,1
555,121.9867,0
559,106.51464,0
560,110.36856,0
565,116.17441,0
566,187.48842,0
568,120.649284,0
579,137.33644,0
581,173.44565,0
593,159.60443,0
596,129.82005,0
598,152.13518,0
602,123.03438,0
604,115.11843,0
607,135.35008,0
618,115.168785,0
624,106.349915,0
626,111.90875,0
627,133.06589,0
629,146.43633,0
630,126.8599,0
631,144.37054,0
640,144.49542,0
641,138.14523,0
648,186.76787,1
649,119.09678,0
652,164.16321,0
654,120.33463,1
656,129.90514,0
660,101.75902,0
673,178.49059,0
675,173.11606,0
681,130.38431,0
686,191.72327,0
688,175.12529,0
690,127.218124,0
691,130.40147,0
692,185.5566,0
694,190.58585,0
697,140.18759,0
700,196.57654,0
702,158.6884,0
703,196.64786,0
704,175.53708,0
705,197.19646,0
706,186.15775,0
716,155.13857,0
727,179.58084,0
